domain_i,domain_j,transfer_direction,dLoss_depsilon,favorable_direction,feasible_epsilon_max,reverse_feasible_epsilon_max,hull_equation_residual_max,evaluation_point,quality_bridge,claim_scope
enron_emails,uspto_backgrounds,uspto_backgrounds-> enron_emails,-1.3989933951866964,uspto_backgrounds-> enron_emails,0.019388789624710294,0.0022110330434062255,5.689893001203927e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
gutenberg_pg_19,pile_cc,pile_cc-> gutenberg_pg_19,-0.3324230977334004,pile_cc-> gutenberg_pg_19,0.11948759779188563,0.04691494424753537,3.608224830031759e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
gutenberg_pg_19,ubuntu_irc,ubuntu_irc-> gutenberg_pg_19,0.42089335830766283,gutenberg_pg_19-> ubuntu_irc,0.019599998284005885,0.04691494424753536,7.91033905045424e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
gutenberg_pg_19,europarl,europarl-> gutenberg_pg_19,0.01302340421617354,gutenberg_pg_19-> europarl,0.01273706475403152,0.046914944247535235,3.633204848085825e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
gutenberg_pg_19,hackernews,hackernews-> gutenberg_pg_19,0.4344904980562163,gutenberg_pg_19-> hackernews,0.011650822378108685,0.04691494424753537,1.2836953722228372e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
gutenberg_pg_19,pubmed_abstracts,pubmed_abstracts-> gutenberg_pg_19,-0.4402516578196132,pubmed_abstracts-> gutenberg_pg_19,0.0661811661125716,0.04691494424753537,4.440892098500626e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
gutenberg_pg_19,uspto_backgrounds,uspto_backgrounds-> gutenberg_pg_19,-0.531023463615,uspto_backgrounds-> gutenberg_pg_19,0.0755647530933359,0.04691494424753537,2.636779683484747e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pile_cc,ubuntu_irc,ubuntu_irc-> pile_cc,0.7533164560410632,pile_cc-> ubuntu_irc,0.01959999828400589,0.11789418021980488,2.942091015256665e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pile_cc,europarl,europarl-> pile_cc,0.34544650194957394,pile_cc-> europarl,0.01273706475403153,0.08348167675217841,7.632783294297951e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pile_cc,hackernews,hackernews-> pile_cc,0.7669135957896167,pile_cc-> hackernews,0.011650822378108681,0.091466505976943,9.173217740965356e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pile_cc,pubmed_abstracts,pubmed_abstracts-> pile_cc,-0.10782856008621278,pubmed_abstracts-> pile_cc,0.06618116611257159,0.11948759779188563,2.0539125955565396e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pile_cc,uspto_backgrounds,uspto_backgrounds-> pile_cc,-0.19860036588159952,uspto_backgrounds-> pile_cc,0.0755647530933359,0.11948759779188563,9.992007221626409e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
ubuntu_irc,europarl,europarl-> ubuntu_irc,-0.4078699540914893,europarl-> ubuntu_irc,0.012737064754031541,0.01959999828400589,1.2934098236883074e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
ubuntu_irc,hackernews,hackernews-> ubuntu_irc,0.013597139748553477,ubuntu_irc-> hackernews,0.011650822378108681,0.01959999828400589,1.0061396160665481e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
ubuntu_irc,pubmed_abstracts,pubmed_abstracts-> ubuntu_irc,-0.861145016127276,pubmed_abstracts-> ubuntu_irc,0.06618116611257055,0.01959999828400589,1.2337353361147052e-14,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
ubuntu_irc,uspto_backgrounds,uspto_backgrounds-> ubuntu_irc,-0.9519168219226628,uspto_backgrounds-> ubuntu_irc,0.07556475309333639,0.01959999828400589,3.95516952522712e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
europarl,hackernews,hackernews-> europarl,0.4214670938400428,europarl-> hackernews,0.011650822378108681,0.01273706475403153,1.1518563880486e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
europarl,pubmed_abstracts,pubmed_abstracts-> europarl,-0.4532750620357867,pubmed_abstracts-> europarl,0.0661811661125719,0.01273706475403153,3.913536161803677e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
europarl,uspto_backgrounds,uspto_backgrounds-> europarl,-0.5440468678311734,uspto_backgrounds-> europarl,0.07370718394515305,0.01273706475403153,3.788636071533347e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
hackernews,pubmed_abstracts,pubmed_abstracts-> hackernews,-0.8747421558758295,pubmed_abstracts-> hackernews,0.06596903545057678,0.011650822378108681,3.982925100842749e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
hackernews,uspto_backgrounds,uspto_backgrounds-> hackernews,-0.9655139616712163,uspto_backgrounds-> hackernews,0.07455584568329321,0.011650822378108681,3.1225022567582528e-15,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
pubmed_abstracts,uspto_backgrounds,uspto_backgrounds-> pubmed_abstracts,-0.09077180579538674,uspto_backgrounds-> pubmed_abstracts,0.0755647530933359,0.0661811661125716,1.1102230246251565e-16,mean_of_512_A4_recipes,Q1_QA_minmax_proxy,local_model_direction_not_causal
