_source_domain,_id,Q_z,D_conflict,D_all22,quadrant
c4,BkiUc8bxK6Ot9V_E3pkv,-0.11989299491347358,1.8964241901465484,1.305466750857554,low_Q_high_D
c4,BkiUbgY4uzki04AfVc65,-0.41070755492927563,1.2398063651307656,0.8057973266859829,low_Q_low_D
c4,BkiUdnw4dbghePBCnOSV,0.43459159964581373,1.2137345479320742,0.7148705411113919,high_Q_low_D
c4,BkiUeF7xK7FjYCv2StUh,0.280232443616111,0.889445408944224,0.6872948875597322,high_Q_low_D
c4,BkiUd5M4eIZjxkFh2DsI,-1.2830327324288604,1.4322347667566637,1.0366141156404614,low_Q_low_D
c4,BkiUdig4uzlgqFtGoKwF,-0.19333670747630294,2.031462700193903,1.2236294836228039,low_Q_high_D
c4,BkiUa-7xK4sA-5Y3qcyM,0.7597593733521715,1.2412751761728484,0.6915186667536186,high_Q_low_D
c4,BkiUd005qoYA4p9vpS2y,-1.0186665757879332,2.102854301643741,1.272164274535389,low_Q_high_D
c4,BkiUgAPxK6-gD0SrgDg4,0.7066171668754303,1.157935896120919,1.3001837922563364,high_Q_low_D
c4,BkiUdkI5qhLA44UP_x3k,0.6456581700353022,1.4569277765073665,1.3094168477879566,high_Q_low_D
c4,BkiUdpc5qsJBjrwPoJz9,0.08587555973819705,1.817806141590094,1.2046590535635802,high_Q_high_D
c4,BkiUbRLxK2li-LJsuEZx,0.08215411772567273,2.028986072413108,1.2041049477176657,high_Q_high_D
c4,BkiUa_g4uBhhxNKuBebv,0.4853606398215682,1.880492848113939,1.5926747128185421,high_Q_high_D
c4,BkiUaiHxK7Tt52mM6meO,-0.17522593920838944,1.7734081013724834,1.1699522491664844,low_Q_high_D
c4,BkiUdj3xK7FjYAb_7Txy,1.778913723303299,0.875414833033418,1.3065516200832648,high_Q_low_D
c4,BkiUdrPxK7FjYHGH0aVH,-1.1232562735828002,2.028240025868393,1.3833588037852167,low_Q_high_D
c4,BkiUeAE4dbgheBXBRuhl,-0.872070536467241,2.215594547152605,1.6901152821609038,low_Q_high_D
c4,BkiUbjjxK4tBVgEFTgXE,-1.4117600783590571,1.6899015512791913,1.483767485421399,low_Q_high_D
c4,BkiUds_xK7IDBqEWU7tI,-0.7382759543509247,1.4538699129135246,0.8563326588344582,low_Q_low_D
c4,BkiUbNLxK4tBVgEFTJ9I,-0.298780615146577,1.3491150459319288,0.820365238790517,low_Q_low_D
c4,BkiUfxPxK4sA-46xQZqG,-0.35922647894938664,1.166294366505468,1.0264769859528258,low_Q_low_D
c4,BkiUa43xK7kjXLSrDQ1a,-0.18677246663515248,1.1995018535853226,0.8626139028298678,low_Q_low_D
c4,BkiUdQ05qoaAwpKA_46B,0.8518883863659188,1.0256009834136088,0.7971691031815733,high_Q_low_D
c4,BkiUa9I5qsMAIxuM4D37,-0.8006241284808369,2.1456764271029907,1.7505939461357942,low_Q_high_D
c4,BkiUbVU5qhDACqrAOHzO,0.10184086460417344,1.1994093636833045,1.100565483068635,high_Q_low_D
c4,BkiUc0M4eILhQCVbeJMS,0.7626486047886036,2.2378324753246583,1.376086712286994,high_Q_high_D
c4,BkiUbKA4uBhhxDSKxzQI,-1.2453418251503152,2.428827310778246,1.9323862390811517,low_Q_high_D
c4,BkiUdS05qoYDgbY2Gx0o,-0.022391509403389312,1.679876947431092,1.1923318024109602,low_Q_high_D
c4,BkiUdBs5qWTA7nAgcbw9,-0.6420588059562791,1.8315624901371832,1.1786876143160288,low_Q_high_D
c4,BkiUbULxK7ICUyBuy-dh,-1.6250123676043444,2.3550682247965193,1.413089353958614,low_Q_high_D
c4,BkiUa7rxK0-nUGYe3-NJ,0.1655937965507832,1.7561067032247792,1.6155547021244867,high_Q_high_D
c4,BkiUfUM25V5jgqmmoY8Z,-0.42434316316520126,2.041418966294653,1.2204652272812249,low_Q_high_D
c4,BkiUcmI4ubnjopEPu7cv,-0.35061555725927135,1.906135497408939,1.1658413092332516,low_Q_high_D
c4,BkiUch_xK6wB9mn4-YqJ,-0.7027044634743691,2.087017127443863,1.4358913540342466,low_Q_high_D
c4,BkiUeOHxK7ICUt7cQkfc,-0.4341918979143641,1.1902758671703413,0.7006073284797429,low_Q_low_D
c4,BkiUc8g4uBhiwapZwD6A,-0.8558725312622133,1.4607795462433715,1.0170213610660361,low_Q_low_D
c4,BkiUdkk4ubngyA6kLXXb,0.24224822285533879,1.4383048933144764,1.3478879967906805,high_Q_low_D
c4,BkiUdmE4eIZijj9JPOM_,-0.03839871072792441,1.2201741188208508,0.666270958088293,low_Q_low_D
c4,BkiUbo45qWTD6kJ7QTPk,0.11801111581482134,2.0414657777680936,1.2581044386811433,high_Q_high_D
c4,BkiUcJfxK4tBVgEFUCUT,-1.2114334161712248,2.782490097144228,1.7604683350471897,low_Q_high_D
c4,BkiUbMY5qWTD6eww200D,0.14584477207305382,2.0031418827356653,1.3032845578915975,high_Q_high_D
c4,BkiUddg4uzlgqFtGoFyY,-1.2576468966188443,2.0933049190309347,1.3797281253191813,low_Q_high_D
c4,BkiUepA5qhLBc-kisiWL,0.23980139014249138,0.9316755222165158,1.2985307975956584,high_Q_low_D
c4,BkiUf9zxK7FjYHGH2s_I,0.27057234857817675,1.9269543426048783,1.3045912000890456,high_Q_high_D
c4,BkiUbYc5qoYDgZObNYnL,-0.22600794961508394,1.762713915389135,1.2197353330493992,low_Q_high_D
c4,BkiUdxU5qsJBjXav9C_P,-1.5686758363583513,2.3545617794406044,1.3996074260705378,low_Q_high_D
c4,BkiUd8o4eIOjRxJW9fa_,0.2544591972903772,2.1402680639979264,1.3257283927603745,high_Q_high_D
c4,BkiUdog241xg-QyzErzh,-0.5353837378931042,2.208468244947777,1.6199361190693757,low_Q_high_D
c4,BkiUdiM241xg966rO-jF,-0.29196446847050533,1.991662589872581,1.218243335095078,low_Q_high_D
c4,BkiUbzfxK0wg05VB58t0,-0.5681469732544859,1.7398406387851388,1.0810843318837107,low_Q_high_D
c4,BkiUezU5qhDCWb0lMdYh,0.15636457516593297,0.908615145199467,0.5648375775440926,high_Q_low_D
c4,BkiUbk_xK02iP4Y2tZ28,0.20032697607941594,1.8780223229412345,1.219088714044455,high_Q_high_D
c4,BkiUd3M4uBhi9r4Z-r8a,-0.8337165455496283,2.019977638221835,1.654385962841519,low_Q_high_D
c4,BkiUbPM241xg-GrQn7Wp,-0.8694746097977508,1.5668808370710618,1.1706023819974252,low_Q_low_D
c4,BkiUbLQ4eIZijcNzWRr8,-1.172876278858424,1.9835998589129404,1.7408618348295914,low_Q_high_D
c4,BkiUcxbxK6-gD5TldBlu,-0.06774905720335773,1.2548079627997681,1.1668403136988685,low_Q_low_D
c4,BkiUbLY25YjgKKewXtux,0.38599048871126873,1.7139778055498895,1.19751304348149,high_Q_high_D
c4,BkiUcn_xK0zjCobCN5nH,0.14226719292363038,2.0211658404223813,1.2215609883289378,high_Q_high_D
c4,BkiUdkw5qsBDEK-qJHHJ,-0.14212270729925314,1.8223796510929307,1.242609025111056,low_Q_high_D
c4,BkiUctM5qhDACtS7gbxd,-0.7511802078232963,1.6253510309471566,1.0340282450911442,low_Q_low_D
c4,BkiUdFXxK7IDOB8Thr0z,0.23713158667176706,1.1357083031435837,0.9395465209885546,high_Q_low_D
c4,BkiUcgM4ubnjosH9GoeM,-0.6052149143230622,1.9407911974794252,1.1890016398899776,low_Q_high_D
c4,BkiUeJc4eIOjSIyClJXT,1.2448151248143815,1.2089521504161918,1.2231735628315514,high_Q_low_D
c4,BkiUdPDxK7kjXMEc9GuO,-1.167704017172028,1.9936732730187525,1.1601033686920814,low_Q_high_D
c4,BkiUf-jxK0fkXPSOrtMH,-0.8920327523540201,2.0303308092793593,1.2114561859209692,low_Q_high_D
c4,BkiUdIk4eIXhsP2jpeFY,-0.5137404210540051,1.9761811389262753,1.2725090577539657,low_Q_high_D
c4,BkiUdwDxK7IACL5k9G9e,1.1040008078953645,1.0454541453443067,0.750925392426536,high_Q_low_D
c4,BkiUfjA5qhDCjszB7ChJ,-0.07414355500327194,1.1034496538626766,0.5744289230852346,low_Q_low_D
c4,BkiUdwA4ubng3m-N5SXM,0.7194768586046649,2.1055186206980023,1.3341202055972357,high_Q_high_D
c4,BkiUbGM5i7PA9Fz9mR0n,-0.6066720111523968,2.117089025845673,1.3430240460964393,low_Q_high_D
c4,BkiUdy05qhLBXU5kwfSf,-0.47615137237260224,1.5890233745877642,1.0135658951335815,low_Q_low_D
c4,BkiUdOk5qsBDHTHZ3AZl,-0.6624988795722306,1.477994808777321,1.1350621380770338,low_Q_low_D
c4,BkiUdKfxK6wB9jjDgBOe,-0.6091601912105862,1.599060421406389,1.0463903210453271,low_Q_low_D
c4,BkiUbUU5ixsDL9BWw_Uy,-0.7010179276526856,1.8637925311212908,1.2433489885167717,low_Q_high_D
c4,BkiUelXxK7IACRyfm8m-,-0.33542302501291094,2.0418609990509844,1.217372568935667,low_Q_high_D
c4,BkiUag7xK0-nUKDhoQ8n,0.14757838739753928,0.8821056705453125,0.8610647754937776,high_Q_low_D
c4,BkiUbZQ4ubnjosH9GXro,-0.660497431376987,1.946059684596949,1.3665875317583922,low_Q_high_D
c4,BkiUd3DxK7Ehm4qs0yMa,-0.6170910621901997,1.5758977940010965,1.1253915828576313,low_Q_low_D
c4,BkiUbtzxK5YsWPOoeqmI,-0.1093668231120657,1.3826351652143711,0.8197067616455692,low_Q_low_D
c4,BkiUblE5qoTDtzcIAexZ,0.0491827702941511,1.979242137918722,1.3128250571185416,high_Q_high_D
c4,BkiUbmc4c3aisLHGD16P,0.6881628164021792,1.8006639727081106,1.0564521177850024,high_Q_high_D
c4,BkiUe4bxK7IAB1deVpfQ,-0.527277475855951,2.06493127690625,1.1847160523764748,low_Q_high_D
c4,BkiUcrzxK7FjYEB4U4rK,-0.7442678364560291,2.124105699100538,1.321670500798851,low_Q_high_D
c4,BkiUdN7xK3YB9m3uvubV,0.39293442813074014,2.6288613371415304,2.0288441021479144,high_Q_high_D
c4,BkiUbUU241xg-CaAE3dQ,-0.4718555139375723,2.0096789611034254,1.5505021227893514,low_Q_high_D
c4,BkiUaszxK7Ehm9ic-NRG,-0.5765556173093227,1.8797536765560747,1.2645568121011985,low_Q_high_D
c4,BkiUanjxK6mkyCKCyXwd,-0.5497534924762444,2.0141023144312724,1.214285479622197,low_Q_high_D
c4,BkiUagM25V5ha7jY7G9G,1.0543527337828267,1.0493199326038565,0.7073871682109152,high_Q_low_D
c4,BkiUcNrxaJJQnMJkXgcj,0.16131492186788182,1.1501872335726433,0.6258079194893461,high_Q_low_D
c4,BkiUb8XxK02iP4Wj_Tt-,0.12140639086088842,1.9589180375134723,1.2100998236190426,high_Q_high_D
c4,BkiUbjnxaJiQn5NNiCfH,-0.03812853437684049,1.0467823166828163,1.376181664906783,low_Q_low_D
c4,BkiUdlI5qsFAf3AIAkOi,-0.22377348832027624,1.245071759154299,0.9762639334831612,low_Q_low_D
c4,BkiUdLg4ubng7g7bV9ea,0.6474754005986,1.1229461173427775,1.2124476830573871,high_Q_low_D
c4,BkiUdsc4ubnhDVw623HV,-0.27813919078888133,1.834573393600807,1.391321027690582,low_Q_high_D
c4,BkiUdHY4ubng4IUB002v,0.7784237907825791,0.6790630821449065,0.5884728599929111,high_Q_low_D
c4,BkiUdNk5qsNCPdQKuDs4,-0.38378740294283703,2.1758165801942355,1.247276327689823,low_Q_high_D
c4,BkiUd_04dbghZzegCj1r,-1.0246020422709294,1.364906163558719,0.9259668072099444,low_Q_low_D
c4,BkiUb1E5jDKDyDF8v4eL,-0.5889227329482941,1.511805214524982,0.9878575640984848,low_Q_low_D
c4,BkiUfpzxaKgQZUmnaW3P,-0.620131684963953,2.024422201717787,1.4538798115464382,low_Q_high_D
c4,BkiUbhbxaJiQnuolFjIm,0.4928199676055992,2.1576038517120693,1.3219043289837173,high_Q_high_D
c4,BkiUa_E5qU2Ap1Lhk_qC,1.2469590511931206,0.8247275934907389,1.1333221873982997,high_Q_low_D
c4,BkiUdEk5qhLA3caTanSW,0.6704464401649394,2.064852705066797,1.4039423994812612,high_Q_high_D
c4,BkiUfXLxK0iCl7UGYhlz,0.19665018378682905,2.0098927398164848,1.434091983344584,high_Q_high_D
c4,BkiUfn025V5jWIVPNsZQ,-0.8224141295369546,2.1421859222296606,1.2441656714457872,low_Q_high_D
c4,BkiUduc5qsBDHn4Qz7wQ,0.40059154791195933,1.4236909514970426,0.7551517874641577,high_Q_low_D
c4,BkiUbJ_xK0iCl4WD2fGC,-0.0930493121096729,1.1915463581131782,0.6725676123495877,low_Q_low_D
c4,BkiUbW84ubnjosH9GU9g,-1.4043220870691815,2.1762248339063035,1.295008259941883,low_Q_high_D
c4,BkiUZtI25V5hcJY55-lL,1.1154324427105835,1.0635416725665743,0.6692671813411046,high_Q_low_D
c4,BkiUbGk4eIfiUOJsptw1,-0.4177909547348003,2.0562786852275,1.3151887413853947,low_Q_high_D
c4,BkiUftk5qhLBzMvmWdCI,-0.790970623927467,2.2554364984515383,1.3322042783997121,low_Q_high_D
c4,BkiUdabxK7IABDHEYv9n,0.315722342457358,2.0099950729443763,1.2832977410219852,high_Q_high_D
c4,BkiUdOU4eIZjkiQT3VaR,0.9496843915388123,1.3098504417649872,0.8672690904752023,high_Q_low_D
c4,BkiUeUTxK2li-LM1SRnF,-1.1488630226403655,2.2082284542938053,1.7412726307711994,low_Q_high_D
c4,BkiUeZDxK6EuM_Ubr6qF,-0.6376375483330113,2.07045447008032,1.2448194156186057,low_Q_high_D
c4,BkiUdCU4uzlha6mQoygx,-0.06677022234106521,1.2855832121445374,1.1995438696088858,low_Q_low_D
c4,BkiUdTA5qdmDKLU7perC,0.16818778222726613,1.8955060221234163,1.1014714908027532,high_Q_high_D
c4,BkiUdufxK4tBVicoDNUg,-0.15009098813873697,1.9631210163382309,1.2504814091856893,low_Q_high_D
c4,BkiUdY44uzlhZ3WGMJXh,-1.298194442671993,1.854103435352006,1.1762428286421716,low_Q_high_D
c4,BkiUdVc4eIZjlTb7IAZc,0.22242502050579713,1.1023352780514806,0.6814622208020189,high_Q_low_D
c4,BkiUcWTxK02iP15vfiTF,-0.6646803425528306,2.9530266302006014,2.317146662600516,low_Q_high_D
c4,BkiUeQHxK03BfHDu45Zm,-0.42913375312211793,1.9738096357766703,1.202664686689414,low_Q_high_D
c4,BkiUdfY4ubnjosH9HZsM,0.5619734889585003,0.8513803854567952,0.963371620951254,high_Q_low_D
c4,BkiUdpw25V5iz8WfgyEP,-0.1218556652398844,1.9608871212871755,1.1962461957153694,low_Q_high_D
c4,BkiUbtnxK3xgpfY9dtBv,-0.5630501514861418,2.0547226969277355,1.2530251051117793,low_Q_high_D
c4,BkiUc-s5qhDBRmv5tg-h,-0.6181423772563788,1.9880093132568841,1.2555819874625127,low_Q_high_D
c4,BkiUa1g25V5hegR8XOyl,-0.44918288775120524,1.2183257708929363,0.8176117387011047,low_Q_low_D
c4,BkiUbgnxaJiQnLwYkCh5,0.2284762240603317,1.0879687036248444,0.6036630270962285,high_Q_low_D
c4,BkiUbFI4eIZijcNzWK50,0.9976041883142508,1.0030673690648984,0.7378815869051998,high_Q_low_D
c4,BkiUdh7xaJiQn8otYlvH,-0.17024203120500359,2.0018952200670017,1.2454299707333483,low_Q_high_D
c4,BkiUfbQ241xiNk_AYws4,0.056331397087070544,2.262420060049129,1.6190757710272299,high_Q_high_D
c4,BkiUdeo5qrqCyqr5hEkw,-0.900954307396303,2.3534737409933353,1.4575674814620114,low_Q_high_D
c4,BkiUbeU4uBhhxMDmREYT,-0.984100094538025,2.125167481793815,1.266302095365434,low_Q_high_D
c4,BkiUfSU25V5jcCRIJaLM,-1.1866741906041007,2.3594643524653525,1.6679581926188871,low_Q_high_D
c4,BkiUa805ixsDL9BWwnI8,0.09959949179714425,1.9357533481426241,2.067276038026052,high_Q_high_D
c4,BkiUbcnxK2li-Hhr-N-L,0.06554054774085764,1.8202040669838342,1.269848654351538,high_Q_high_D
c4,BkiUdv85qsBDEocIjgOn,-0.4758776717047507,1.340491390263129,0.9255187425131087,low_Q_low_D
c4,BkiUcZzxK7ICUubszApv,0.6437600931027124,0.9548550593553808,0.7153260329985406,high_Q_low_D
c4,BkiUfADxK3YB9ohkOqNI,-0.6504926357222529,1.7399911473654979,1.065685358638086,low_Q_high_D
c4,BkiUdfU4eIXhwh1BxS9D,-0.6251264306801679,1.927636560373353,1.3524639709051829,low_Q_high_D
c4,BkiUd7E4uzlhYyxW4TrV,-1.870191145207073,2.2688880860050857,1.378198820581829,low_Q_high_D
c4,BkiUeRo4eIOjRl2TtafK,-2.323808675140261,2.405353864034805,1.5658227775241538,low_Q_high_D
c4,BkiUbUg5qX_AY1OJK-eB,-1.007244859569177,1.81463407355695,1.5571482277898594,low_Q_high_D
c4,BkiUdac5qWTBD5_PlEx1,0.48127494302828455,1.9705704956554202,1.251173089370358,high_Q_high_D
c4,BkiUbk44eIZijbrFyHZf,-0.7431272676293954,2.0511326093607436,1.1958135381088946,low_Q_high_D
c4,BkiUddk5qX_BgkbTKHAT,-0.7859789654125816,2.0597541648884334,1.1873000333555024,low_Q_high_D
c4,BkiUcl44ubnjosH9GwX7,0.08927829903278268,1.746238460883318,0.9753031787951026,high_Q_high_D
c4,BkiUbhbxK0wg09lKAvlI,0.22541929523156243,1.0203520497061167,0.7680266822177452,high_Q_low_D
c4,BkiUa0O6NNjgB1scWLOg,-0.2720010417880652,1.923658324632937,1.264770981488158,low_Q_high_D
c4,BkiUe3fxK5YsWPOogwZz,-1.4863709789107105,2.1249207121754403,1.374878125218666,low_Q_high_D
c4,BkiUgSzxK7IABDHEZ9TC,-0.35151212676786264,1.7515832032082916,1.189836864956469,low_Q_high_D
c4,BkiUcdnxK02iP15vfqLm,-1.4014549491197719,2.1905965878140834,1.6671161659916605,low_Q_high_D
c4,BkiUdCY5qhDBXNiGmKJv,-1.6680041842032873,2.0936452220517103,1.2465510753283224,low_Q_high_D
c4,BkiUdQrxaKgTz-oDr-Xd,-0.423513664664306,1.9734078998719626,1.7234409580366485,low_Q_high_D
c4,BkiUfzs25V5jgwLP9NqE,0.05569970417928736,1.1520031343584691,0.6616855022646655,high_Q_low_D
c4,BkiUbhnxK7Ehm2ZQzO6T,-0.2602912644342103,1.1608029706258498,0.6727523683433465,low_Q_low_D
c4,BkiUdOjxaKgS2M58f_Ie,0.0923056762814065,1.2940624505737979,1.051743781109473,high_Q_low_D
c4,BkiUcl44c3aisE1SPztd,0.005282687253551106,2.182408390278242,1.7821810278012913,low_Q_high_D
c4,BkiUbLY5ixsDMKBa1dPO,-1.0307785914245937,2.4464746327326004,1.534124794882153,low_Q_high_D
c4,BkiUfRc5qhLBs6lRsxXg,0.6156339068394289,1.943612368003629,1.4713316362471596,high_Q_high_D
c4,BkiUa0w5jDKDyDz_6vxY,0.3283123520801658,1.1771384114569916,1.0818722097601565,high_Q_low_D
c4,BkiUdco4eIZjkiQT3kKN,-1.3005419945883943,2.110000559337585,1.567034893991076,low_Q_high_D
c4,BkiUdvU4uzlhXz2JUltf,-0.3368948118893232,1.2161336569186827,0.7128039042699272,low_Q_low_D
c4,BkiUdN04eIXgu2wFJwLM,-0.7080007715672582,2.5685347581625186,1.7923892220546935,low_Q_high_D
c4,BkiUbd7xK1ThhCdy6w63,-0.7777062188150508,1.7142641419307931,1.119958931613614,low_Q_high_D
c4,BkiUeuA5qWTA6f4qEnnw,-0.07544734418773687,1.1556677102114576,0.8056124726302022,low_Q_low_D
c4,BkiUfjrxK7IDPADJ4ljx,-0.1602163332549146,2.1097202282546537,1.4941246268086295,low_Q_high_D
c4,BkiUdaQ4uBhjAuZO7HpB,-0.35698253316642004,2.124493317622881,1.2510173775968692,low_Q_high_D
c4,BkiUd7E5qoTBBFOE5eGD,0.04902408429408689,1.7032350755659906,1.2573249966060172,high_Q_high_D
c4,BkiUdiE4dbgg4qzwK2Az,-0.04533597475175698,2.441256809872516,1.8392002524452848,low_Q_high_D
c4,BkiUdWg5qdmC92mfkt2G,0.2658045416146877,0.9801620488469486,0.7871361309023717,high_Q_low_D
c4,BkiUdMM5qoYAq3Pz9Eag,-0.09477202839857644,1.963116057392469,1.2480213552528658,low_Q_high_D
c4,BkiUbLM5qU2Aps3F5qLY,-0.03793499734393095,2.092559501383433,1.2530591673990408,low_Q_high_D
c4,BkiUb2fxK3YB9raXy1GE,0.0739894768986412,1.3914612866507994,0.9295583552880488,high_Q_low_D
c4,BkiUc_A5qYVBNAWDbNX-,-0.19039831711100907,2.3727349812533474,1.9814300578664061,low_Q_high_D
c4,BkiUbn7xK0iCl36cV6Xg,0.7088336436231008,1.9520862255345188,1.2626950748979184,high_Q_high_D
c4,BkiUbRPxK7FjYAb_5Khb,0.5007311644318451,1.0033684027391578,0.563418831933741,high_Q_low_D
c4,BkiUbJ04ukPiENFaWI7Y,-0.38826258747948156,1.5041582462323049,1.0958394151156012,low_Q_low_D
c4,BkiUdIg4c3aisMwilyxG,0.5865717145356079,2.0808945685997773,1.2847236425815665,high_Q_high_D
c4,BkiUfVTxK7IDOUSbvc36,-0.22156102611900882,1.4684028713958635,0.9408506964236123,low_Q_low_D
c4,BkiUe3k4uzqgCTcsvC2D,-0.37359241657351316,2.0675810822148506,1.1893804067623266,low_Q_high_D
c4,BkiUdc85qhLBA_UtN5cP,0.16541350534367777,2.0294374706419887,1.3149772147081027,high_Q_high_D
c4,BkiUbFvxK7ICUn2IYK_F,-0.0629315796386545,1.9430045553656834,1.401237465587442,low_Q_high_D
c4,BkiUbJA5qoYDgY37zC7W,-0.48659153969605257,2.057395410250315,1.1887176975898972,low_Q_high_D
c4,BkiUc_M5qYVBUpKVFP8s,0.2915977002029093,1.7841196181266805,1.0990577330559537,high_Q_high_D
c4,BkiUeVY4eIOjSIyClVev,-1.0614343841159644,2.39249184207596,1.490524826305676,low_Q_high_D
c4,BkiUbo45i7PA9LCKwQQj,0.23073309368556277,2.040904455085983,1.2191223053079954,high_Q_high_D
c4,BkiUbpA5qrqCyi1yFPxy,0.8766541818628264,2.1112887778068234,1.452190784144141,high_Q_high_D
c4,BkiUeYU4eIOjSMCf8nZC,-0.10536245665981203,1.0810122695098692,0.5836087996004916,low_Q_low_D
c4,BkiUekrxK1yAgYaM3rjW,-0.4292882610526273,1.9424132360278328,1.1961293909862476,low_Q_high_D
c4,BkiUdEs4uzlhYyxW3gZk,-1.9423661427839465,2.3403768807965015,1.4900080496376913,low_Q_high_D
c4,BkiUdiDxaJJQnKrAkL9G,-0.5023184162825555,1.942852902174479,1.193944689520401,low_Q_high_D
c4,BkiUdRLxK03BfL1dVQUq,-1.3443774593275168,1.5127505321481474,1.3885695805433775,low_Q_low_D
c4,BkiUaUzxK4tBVicoAAAy,-0.8866857275943804,1.8787440125192938,1.4392152824178999,low_Q_high_D
c4,BkiUahrxK0wg09lJ_z3y,-0.8898676795938542,2.1554564777879524,1.4020756559091108,low_Q_high_D
c4,BkiUc_A5qoYAuNZAcH29,0.2695403561820694,1.7810953775469716,1.270224635499864,high_Q_high_D
c4,BkiUbZA4eILhQLGUTXfx,-0.6533125805127944,2.0453145373486246,1.221995652406226,low_Q_high_D
c4,BkiUbsTxK7Tt6AlxCXFB,-0.9083208234044077,2.2050405706120593,2.034682618067921,low_Q_high_D
c4,BkiUd7M4eILhQFH6K18u,0.004779087367364756,2.105239305635617,1.4123224831707122,low_Q_high_D
c4,BkiUa0bxK1yAgYaM0OIj,0.6351144434183671,0.9479364910695667,0.6784971142485862,high_Q_low_D
c4,BkiUfm45qhDCeKz26Ir_,-0.35944762385195844,1.183841773955986,0.6965898022737178,low_Q_low_D
c4,BkiUbmk5qrqCyvZe7Mve,-1.414978267795605,2.050887538980162,1.362187997680445,low_Q_high_D
c4,BkiUd3s5qU2Ap6XtZE71,-1.0726472021730111,1.6006654007407417,1.1382680023349532,low_Q_low_D
c4,BkiUfpA25V5jU2MqUbaz,2.2080778446986096,1.532539354372796,1.2772050415364253,high_Q_low_D
c4,BkiUdyw4dbjiVFhKgJFf,0.4065362754239297,1.0240425171030296,0.9250163007711003,high_Q_low_D
c4,BkiUfzbxK3YB9m4ABZ3S,-1.0948697864186414,1.8247003004046605,1.1098718414576942,low_Q_high_D
c4,BkiUbXc4uBhhxHcxAIiz,-0.2270398891049537,1.402575857187019,1.008617833549062,low_Q_low_D
c4,BkiUdog5i7PA9PQ0UJXW,-1.0981818992571637,2.218936595100551,1.3076272121593822,low_Q_high_D
c4,BkiUcBk5jDKDyDF8wGVN,0.49449526857912507,1.3253890588439856,0.8912508994725513,high_Q_low_D
c4,BkiUdwnxK7ICUyBu0qFx,-2.1340076588281622,2.498771932531023,1.70967631137801,low_Q_high_D
c4,BkiUdss5qoaAwdii6vVT,-0.5404735945607583,1.4361110464943507,0.8723314438991941,low_Q_low_D
c4,BkiUdrI4uzlh5qyYggtc,-0.3718062022624069,1.315634930978689,0.8025386308098565,low_Q_low_D
c4,BkiUeku6NNjgBpvICwiV,-0.4465621538506026,1.785213877177747,1.2997012892520512,low_Q_high_D
c4,BkiUeEzxK5YsWOzBC-49,-0.9207613766958244,2.0814511616965468,1.4687617520062692,low_Q_high_D
c4,BkiUdNo5qsBC-7ALun-r,-0.3051411105390504,2.120330896989117,1.447938738433298,low_Q_high_D
c4,BkiUbrvxK7kjXLlzapp5,0.01164582902917701,1.1248388198634816,0.7112543985467401,low_Q_low_D
c4,BkiUbEk5qdmB6zIPxQym,-1.1803490604400297,2.2814853600711946,1.471404793120563,low_Q_high_D
c4,BkiUbjY5qsBB3Jex2Qor,-0.6008998829043016,2.1404724768042493,1.4790134827846295,low_Q_high_D
c4,BkiUdk84uzlhjrffiU5r,-0.033294504979810374,1.2635382554089305,0.8920013490981669,low_Q_low_D
c4,BkiUeKPxK6nrxjHzCcaT,-0.8841144353857092,2.2143768711141743,1.773494445283664,low_Q_high_D
c4,BkiUax7xK3YB9i3RIXcJ,-1.681691072856563,1.8956650956945558,1.2100852452915063,low_Q_high_D
c4,BkiUbOE5qoTDtpFhrL7T,0.5053640923572629,1.8928558433125755,1.2537287638655223,high_Q_high_D
c4,BkiUdyg4uzlh53v23SSy,0.2170182299074748,0.8987363981770005,0.6174549807029118,high_Q_low_D
c4,BkiUdhA5qX_BravVv7Be,-0.4219559181254612,1.363385126857121,0.8946918794523018,low_Q_low_D
c4,BkiUd_84eIOjSBZeel08,0.1289580380506687,0.8301834527151344,0.5276396514763592,high_Q_low_D
c4,BkiUbXk5qsBB3Jex2DD4,1.1602221452409638,1.3220285354503107,0.9489189521591739,high_Q_low_D
c4,BkiUdPw4ukPiEbA1tJIp,-0.13897651868102595,2.221320028521401,1.6657138265784488,low_Q_high_D
c4,BkiUcyTxK3YB9ohkME-Q,-1.808640357991875,1.7330990550987317,1.1224179926239948,low_Q_high_D
c4,BkiUdKw5qYVBNAWDbYcF,-0.0765863180427106,2.215339043083342,1.3091267671795364,low_Q_high_D
c4,BkiUdkQ5qoYAuNZAcqih,0.2527510426260114,1.8825150600102294,1.2035409197142515,high_Q_high_D
c4,BkiUeWzxK3YB9m8SYZu6,0.4884778422841036,0.9975167033555484,0.535626614121081,high_Q_low_D
c4,BkiUb9nxK0iCl4YJmmup,-1.5422209892997958,2.0093172965448747,1.3027396969662197,low_Q_high_D
c4,BkiUc3o5qhLA23QkpPND,0.22700932484955036,1.9584830313204167,1.3317634717864613,high_Q_high_D
c4,BkiUek7xK4tBVhvvteW3,-0.1712433090634986,1.9530869763071164,1.3125808426340104,low_Q_high_D
c4,BkiUbOw5qdmB62kgIrgI,-0.7817255950372863,2.0068412043689685,1.3839909921832436,low_Q_high_D
c4,BkiUdbw5qoTAqsduC093,-0.6884986043414754,1.2904593019738517,0.7489265028238431,low_Q_low_D
