_source_domain,_id,_line,Q_z,D_conflict,n_available_signals,n_usable_edges,conflict_status,review_reason,decision_rule_version
commoncrawl,BkiUaG_xK0wg09KOUI3p,13869,0.5276091430254435,0.5081944843262544,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdpo5qYVBgCinOnaO,13870,0.6469989466138611,1.6928207761948304,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUc9DxK2li-LM1Relg,13871,1.50414137062673,1.3652412274009915,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdsc5qsNCPlpOlCSY,13872,1.0355554649926038,1.8777491878489194,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUfik5qhDClb2slGAS,13873,1.980270720334189,1.9105353389431403,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbLPxK7FjYEXSC5cO,13874,-0.829411546002551,1.616602286595291,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUa9bxK7ICUmfbyFpz,13875,1.2084160652297382,1.1488962735957815,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdbU25V5jCst-SAP4,13876,0.7564443154959429,0.7207552000424293,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdz3xaKgQMxLky9nl,13877,0.3326851098780601,1.7034142928621385,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUambxK3YB9ohkJueN,13878,-0.13645545621308863,1.5417931345768885,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbiDxK6nrxrSHd2jh,13879,0.34152037871313345,0.7323606458248476,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUcbLxK5YsWV5L3P-i,13880,0.3824984585960693,0.48967618906678945,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUc5PxK6EuNArbB2AD,13881,1.6052919396877428,1.2508812402783032,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbes4uzlgp_qLhmW3,13882,-0.04165984305980925,2.4376306777387575,22,55,LOW_PRIORITY_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbH_xaJJQnMJkWcD1,13883,0.39236047314743866,1.7944346450597048,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd3k4ubng45iLGzaP,13884,-0.4085501602100065,1.2675479423958336,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUcvU5qhLA44UP_Ccf,13885,-0.11502922821620855,2.3349337696798167,22,55,LOW_PRIORITY_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdP44ubng80eul1PO,13886,-0.1759582505994086,1.8020196364864722,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUfhrxK6nrxjHzDvoC,13887,0.7594673646835822,1.2061591874493793,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdaw4uzlhZ3WGMLCt,13888,1.2374406848808577,1.6156196328852492,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdSs5qsBC9WrglCWd,13889,0.6126755329945078,1.7703821151689993,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdDY4eIXhyO7ADohk,13890,-0.36766291186542005,1.775257791063157,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUcy85qsBC7daIeXRd,13891,-0.29088181280867714,2.1508289168896675,22,55,LOW_PRIORITY_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdow25V5isMEL7TjW,13892,0.6341542114866877,2.1088538029190995,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUeS04dbggz-0v0GY9,13893,0.2978973477497209,1.534474559483339,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdvw5qYVBeaTuDmjB,13894,-0.4048001666906166,1.7055781391869935,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUc3A5qsFAfvFfOtzE,13895,-0.2382529704038987,1.0804272416440168,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbqXxaKgS2D2zNJVr,13896,2.30079739587209,1.3994293547302046,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdIE5qhLACAkxAp52,13897,-0.8290186691622886,1.5624840451447857,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdOs25V5ih3Axzfmw,13898,0.5040165014195026,2.0580521640254803,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbns5qrqCyi1yFOYF,13899,0.6783003947618919,1.5183439449864555,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbBU4uzqh_Fxekjfa,13900,0.19263401446718825,0.49600139219628764,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdWQ5qoTBGz1jyx2N,13901,0.4006951548952261,1.8297586068894824,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUaS3xK6Ot9Pm3sqXm,13902,0.5516452790919716,0.8894867316100356,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUf3jxK19JmhArGDMg,13903,1.8945773345780719,1.2798194305572574,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbcg4uBhhxHcxAOWN,13904,-0.8167531785940768,1.8870103600353554,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd_E4ubng-JcX5GSH,13905,1.0369412214489442,0.9663303862577638,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUa8_xaJJQn1aABDYO,13906,1.5962578389753397,1.0874470627523745,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdtI5qYVBgCinOqnM,13907,0.9932951321716239,1.4767450780799163,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdW_xK6wB9mn4_JV-,13908,0.6046347391840315,0.9372708342908773,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUc7Y4uzlhgyWvJIeZ,13909,0.3376120216241657,1.7916307723477203,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbA3xK4sA-5Y3qenC,13910,0.09504548749666084,1.7353976089062486,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUfhbxK7FjYCv2UHUC,13911,-0.004366584733065084,1.6777968986257141,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbMPxK3YB9ohkKWDW,13912,1.2935787175757938,1.0101128799712598,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbrs5qsMAIoJibj1l,13913,1.4578438175826698,1.632388511337009,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdsk4uBhiy0IClwub,13914,1.0336404102305947,1.804090868849806,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUa-c4ubnjom5B4wo3,13915,0.9570804343983684,0.8163189897503552,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbhrxaKgS2M3AebTh,13916,-0.2838473986515117,0.9988267131109605,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUaebxK7kjXLlzZhA8,13917,0.38572791117288324,0.5956058861239628,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUcuU241xiD5zZ-RbR,13918,0.7006475443875003,0.7228413078375457,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUc2I5qWTA8xMZTOSY,13919,0.6431098721482111,1.3405023769333415,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbxE5qoaAwnMw8K-u,13920,0.022618584733268186,1.4780725759724216,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUf7_xK1ThhBMLjADR,13921,1.7631114005867374,2.5359041786691296,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdHk4dbgg6t4ZAkMC,13922,1.059175282240186,0.8311759888599014,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdVU4uBhi551Mj1KX,13923,-0.34438891577844427,1.0963012453767012,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbFQ4ubnjom5B44mL,13924,-0.5220934957660381,1.6036530768359023,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUc_A5qdmB6xJ6-HbT,13925,0.28474099281631243,2.016310797593525,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUenQ5qWTA6f4qEera,13926,0.6509422575449997,1.8735135688930942,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUe5XxK6-gD5TlfGQ3,13927,-0.0318623204894368,1.0498473606883987,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdAA4uzlhjV1b1PtX,13928,0.014739584336083493,1.8074723380402868,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUfS85qhLBqPGg5epi,13929,1.7494130702337698,1.4707670969080482,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUeJvxK4sA-46xO24A,13930,0.7595740212669928,1.5643742360133563,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdlY4uzki06kEh7_u,13931,0.11206966161121631,0.8317034609955678,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdUI5qWTBAMP7AKgu,13932,0.6725488358457035,1.826899197549739,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUa-U5qsNCPeN2ERR4,13933,0.13432472788899086,1.7849671988798805,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUcZLxK0wg09KOWOh4,13934,0.41589299210509845,0.9062847619022701,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdLY5qoTAlg17g2z6,13935,0.9627670192355349,1.7492988120145132,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbWbxK0iCl4YJmDRQ,13936,0.46186064303128815,0.8601304812497669,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdgc5qhDBMnKwARxV,13937,0.28940063502067437,0.6889657236008869,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd5_xK6wB9jjDgtez,13938,0.7147925156298377,2.462564852071975,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbeDxK7Ehm308o-og,13939,0.26114604835360383,1.666618601440356,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdCI5qsBC6bS3PJ91,13940,0.2964206472010562,2.0648394813388,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdTHxaJiQn8otYUiz,13941,0.09593646298004839,1.689064557148765,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd8o4dbghVu0OkaIU,13942,0.41052496978935754,2.07617490918007,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdfDxaL3SuhsxKMI-,13943,0.22192898592363947,1.7202928606123853,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbQbxK7Tt6AlxB6fZ,13944,0.7402323738065372,1.36793221397177,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUa3U5jDKDyFga_aQf,13945,0.46602778131559147,0.7478713740929983,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdL3xaKgQHaLUvBRW,13946,0.008345954401681382,0.7306263027953418,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdbY4ubngyxyhmMU-,13947,-0.07955465651269308,2.0145488773646014,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdFw5qoYAmdCYOJZe,13948,-0.2681270773948884,2.054932646359306,22,55,LOW_PRIORITY_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd3o5qWTD6lY8YQqy,13949,-0.16556055267317868,0.7726775576321456,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdQ7xK03BfHDu4VG2,13950,-0.44667492643328993,1.4564748242310026,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd9o4dbghTN2K2syJ,13951,1.093507458534073,1.5058438701701635,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdOI5qdmC_F6-OwTN,13952,0.2280594366458832,0.7487921926573734,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdvk5qg5A57oeA4DM,13953,0.3270967203543765,1.8300816824598034,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdDTxaJJQnKrAjox2,13954,-0.44321049710811616,1.6515352821031262,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbMrxK1UJ-rRH-bUh,13955,0.8362178262747465,2.5743128034448577,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdOjxaKgTzPE-TZ7I,13956,0.8352325980342955,0.5401310090459088,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUddc5qsBDGOt8lZW_,13957,0.6649263603602827,0.9269918089752296,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUeXjxK7IDBOV4s4i4,13958,0.5054264338266948,1.606586331990856,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdSfxK1ThhCdy8cse,13959,0.25687665988064234,1.6959626467057984,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUc6zxaKgT0hdL9MW6,13960,0.23764303010020188,1.791941219092328,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdlU4uBhixEAx4oqr,13961,0.9161469351671141,1.2223190069364194,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUfuHxK7kjXLlzeheg,13962,0.6495153498239232,1.8376724853597495,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdWM25V5i9my3-bAu,13963,0.4447193148466946,2.3104670750398246,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdbQ5qoTAk-0Y2T3Y,13964,-0.5438592046721432,1.7492785063934706,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdhg5jDKDyKU9Ddem,13965,0.37081034403699764,1.8992730740442796,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdDM4ubng45iLGGqt,13966,0.5083301372956003,1.9088821989417786,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbco5qsNCPeN2E0TN,13967,0.2653277377496398,0.673053461172068,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUeinxK7IAHUGvof7r,13968,-0.1831707464786311,0.5452414599148172,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd-rxaJiQn7ar4WK2,13969,0.5743953508497046,0.69311253114951,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdP04ubnhAvmH62o1,13970,0.4188806483463919,0.7628523129859746,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbCbxK0wg09FXTrAN,13971,1.1540996400423225,1.1534174155960755,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdhI5qYVBTBbD-7jT,13972,0.2895039150351299,0.7020375591548964,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUddk4uzlh5508AnYt,13973,0.10862602350410563,0.7772881886110785,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbTa6NNjgBvv4NBRl,13974,0.908279668558967,1.782106196685146,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdUM5qWTA7nAgct0C,13975,-0.6525958017848303,2.0268811958215047,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbl85qoTDtozcqzOl,13976,1.7798088040775772,1.2987357611050079,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdik5qdmDD94KRSwV,13977,-0.7448255976357357,1.6651237716715461,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd3A5qhDBXmAdPF3R,13978,0.66417565643128,1.8674524798394736,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdcc4dbgg7Sw9w6xe,13979,0.5608307675058583,1.6676040295427754,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUaWLxK0wg0_747_Dp,13980,1.4975115411008002,1.393559058208239,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUgHPxK0fkXPSOrz6K,13981,0.20759638389552898,1.5580475747873508,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUasbxK6EuNBRhF6V_,13982,1.0896256407032807,1.0147424587836003,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbBQ5qhLACDi6AgGf,13983,1.5639833971811907,2.8433207670763676,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdsQ5qsBDDqo4CUUG,13984,0.5762398256585857,0.8724029874716204,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdaI4dbghXafMtGNB,13985,-0.18459340222378742,1.8374664254354143,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUeVzxK7Tt6AlxE5MD,13986,0.76857584919915,0.8536172054739879,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdvU4uBhi-IyHEDGc,13987,0.5739209611072108,1.184266890951813,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdoDxaKPQosiZmtPs,13988,1.0840611656867076,1.7578937700762334,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUciDxK19JmhArCz7g,13989,0.7753198610257864,1.0747343136631318,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd9w4eIXh2xqaX8fV,13990,-0.02687297357997853,1.9524430578859653,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdSM5qX_BvJpaW-m2,13991,0.035930410084466825,0.9341852044736181,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdfY4eIfiUSUPXTbJ,13992,0.7491229464884395,0.5899206765202994,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdQI4dbgg9CUVsP5K,13993,0.7525815792598841,1.3472189570017739,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdLTxK1ThhAqzWk_a,13994,0.5113721556670807,1.5330906601506167,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbKA4uzlgp_qLhNIj,13995,1.1100779658187476,0.9418594180861374,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUfSc25V5jWJMbO2Ro,13996,1.121207644177327,2.353733022804641,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd544dbghaWXTef9q,13997,-0.3836188936974139,0.9334400268430011,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdhY5qdmDLggdCoxV,13998,0.4634631449157463,2.01852041032687,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdqrxaKgQIQzdyabh,13999,1.0761403521708999,2.529501374923471,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUasbxK0fkXPSOn0fG,14000,0.0048903428971590335,1.0627456699356481,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUedXxK2li-F6JzTiY,14001,0.014492277744089432,1.8206392849631117,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdkg4uBhhxOq5s2xj,14002,0.5418305772023202,1.0218861170762008,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd944uBhi-IyHET6b,14003,0.5958830313477121,0.9613238704199644,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdD45qoYAm1d-C18f,14004,0.426632741871237,1.0237983499064114,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdVw4dbjiVCB-ELnz,14005,0.5054039112984235,1.1937604267936073,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUejHxK0fkXQzmMgOT,14006,1.0017625899061258,0.9672122879978712,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdi84dbghQuQSbv8M,14007,0.38892958839259734,2.230887130944886,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdiE5qhLA4YB2l6do,14008,-0.9078999424287963,1.1625486303311712,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdZg5qWTBAMP7APuH,14009,0.44166516414221396,0.8075539488563669,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUd1PxK1fBGwCLNQQZ,14010,0.02619387612459268,1.6308821657717245,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUfrzxK6mkyCfOEpvS,14011,0.3583576210851991,1.6713515809159623,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUcanxK6wB9jjDfU0H,14012,0.3735798521780535,2.332504110026998,22,55,RETAIN_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
commoncrawl,BkiUbBw4uzki0w6oMcYl,14013,0.642840369684023,1.695635295953581,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUb37xK1yAgYaM1MSX,14014,-0.5420586933614394,1.6060782182332751,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUeWg4eIOjSc7LVD7u,14015,0.3265032318197785,0.4967597483917356,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdr05qoYArn4hRwHV,14016,-0.027293020977275335,1.8044034730269791,22,55,LOW_PRIORITY,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUdWnxaKgTq1C9Oatr,14017,0.935224192226853,1.0005045209796937,22,55,RETAIN,conflict degree below frozen review threshold,chm.q1.conflict_resolution.v1
commoncrawl,BkiUa5PxK6nrxjHy_XJ7,14018,-0.037145053130886646,2.067462397786655,22,55,LOW_PRIORITY_FLAG_REVIEW,conflict degree above frozen A1 75th percentile,chm.q1.conflict_resolution.v1
