modelDirectory,sourceFile,bbhTaskCount,bbhMacroMean,bbhTaskSd,bbhTaskMin,bbhTaskMax
DoppelReflEx_MN-12B-WolFrame,results_2025-02-01T13-32-06.626014.json,24,51.168128756532916,17.0172498112659,14.399999999999999,78.8
DreadPoor_Again-8B-Model_Stock,results_2024-12-18T05-38-04.604621.json,24,53.09801059970912,16.326446865915422,18.8,83.6
DreadPoor_Alita99-8B-LINEAR,results_2024-11-26T09-13-36.210728.json,24,54.417670955770895,15.92055452286095,20.4,85.2
DreadPoor_AnotherTest,results_2025-01-29T02-35-35.598992.json,24,46.834113564549334,17.403570993428186,15.6,76
DreadPoor_Aspire-8B-model_stock,results_2024-09-18T14-56-50.576279.json,24,52.782518463889964,15.400097298805912,21.2,85.6
DreadPoor_Aspire_1.3-8B_model-stock,results_2024-11-06T17-49-07.924455.json,24,53.016446065742116,16.00748941553014,18.8,84.39999999999999
DreadPoor_Aspire_V2-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.296500894283575,16.145098851275844,20.8,84
DreadPoor_Aspire_V2.1-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,52.36395810818487,16.50106402521304,23.200000000000003,83.6
DreadPoor_Aspire_V2_ALT-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,52.65819478728289,16.716931850231894,20.8,82.8
DreadPoor_Aspire_V2_ALT_ROW-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,52.65819478728289,16.716931850231894,20.8,82.8
DreadPoor_Aspire_V3-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,52.67958758971988,16.899894281922098,19.2,84.39999999999999
DreadPoor_Aspire_V4-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.14037161536506,16.26961231980895,22.8,84.39999999999999
DreadPoor_Aspire_V4_ALT-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,52.682325189440235,16.619209614159665,19.6,85.6
DreadPoor_Asymmetric_Linearity-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.653575515588294,15.990310141448406,21.6,86
DreadPoor_Aurora_faustus-8B-LINEAR,results_2025-02-13T18-27-04.338360.json,24,55.15538279425277,15.854411772658134,21.6,85.6
DreadPoor_Aurora_faustus-8B-LORABLATED,results_2025-02-13T18-27-04.338360.json,24,53.9159616655651,15.642062714283268,22,84.39999999999999
DreadPoor_Aurora_faustus-8B-LORABLATED_ALT,results_2025-02-13T18-27-04.338360.json,24,53.87670721191214,15.925635858380176,20,84.39999999999999
DreadPoor_Autumn_Dawn-8B-LINEAR,results_2025-02-13T18-27-04.338360.json,24,54.59436958014627,16.827309796194072,23.599999999999998,86.8
DreadPoor_BaeZel-8B-LINEAR,results_2025-02-13T18-27-04.338360.json,24,54.638005543213836,15.683775044292563,21.2,86.4
DreadPoor_BaeZel-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.07680550216926,15.804838126420908,21.6,86
DreadPoor_BaeZel_V2-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.738716127586095,16.287695134557023,24,84.8
DreadPoor_BaeZel_V2_ALT-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.738716127586095,16.287695134557023,24,84.8
DreadPoor_BaeZel_V3-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.923107675913506,15.271314215833565,24.4,84.8
DreadPoor_Blunt_Edge-8B-SLERP,results_2025-02-13T18-27-04.338360.json,24,53.894708636949396,15.440384232253848,21.2,84.8
DreadPoor_BulkUp,results_2025-02-13T18-27-04.338360.json,24,28.698602947692567,15.076009654941899,1.2,51.87165775401069
DreadPoor_Cadence-8B-LINEAR,results_2025-02-25T20-04-11.601267.json,24,54.33358555450109,15.133388312634303,22.8,81.2
DreadPoor_Caelid-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.59605196913862,16.436390079537606,21.6,82.8
DreadPoor_Casuar-9B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,61.06681877306871,15.486592939611754,31.2,84
DreadPoor_Condensed_Milk-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.34864122121906,15.776989813537169,20.4,86
DreadPoor_CoolerCoder-8B-LINEAR,results_2025-02-13T18-27-04.338360.json,24,47.61504835496544,17.961288364058166,14.399999999999999,79.60000000000001
DreadPoor_Damasteel-8B-LINEAR,results_2025-02-13T18-27-04.338360.json,24,53.88142176959776,15.860077373915543,20.4,84.8
DreadPoor_Dearly_Beloved-8B-TIES,results_2025-02-13T18-27-04.338360.json,24,40.498331027319075,16.76599911412792,11.600000000000001,80
DreadPoor_Decayed-8B-LINEAR,results_2025-02-25T20-09-22.458828.json,24,54.170140887731804,14.806064020976422,23.599999999999998,80.4
DreadPoor_Derivative-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.95493987763994,15.642424749521311,22,82.8
DreadPoor_Derivative_V2-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.92643954415271,15.507323281418747,22,82.8
DreadPoor_Derivative_V2_ALT-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.653515704629335,15.455807503821505,21.6,84.8
DreadPoor_Derivative_V3-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,52.4319745545524,17.002634731515904,18,81.6
DreadPoor_Elusive_Dragon_Heart-8B-LINEAR,results_2025-02-13T18-27-04.338360.json,24,54.564142808815916,15.855510591070939,21.6,83.6
DreadPoor_Emu_Eggs-9B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,60.51657213517168,15.107650675294304,30.8,84.8
DreadPoor_Eunoia_Vespera-8B-LINEAR,results_2025-02-13T18-27-04.338360.json,24,53.99310621081937,15.45409672667522,20.8,84.8
DreadPoor_felix_dies-mistral-7B-model_stock,results_2025-02-13T18-27-04.338360.json,24,49.00918073527422,18.889958033197868,11.200000000000001,82
DreadPoor_Fu_sion_HA-8B-SLERP,results_2025-02-13T18-27-04.338360.json,24,53.72804197028273,15.45345453312965,22,84
DreadPoor_hakuchido-8B-MODEL_STOCK,results_2025-02-27T14-30-59.823930.json,24,53.98373390214105,15.774715184840717,22,83.6
DreadPoor_Happy_New_Year-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.679138664574914,15.450077269480559,24.8,85.6
DreadPoor_Heart_Stolen-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.95443745186657,15.111746529409755,24.4,83.6
DreadPoor_Heart_Stolen-ALT-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,52.63384677474891,15.928969309473729,20.4,86
DreadPoor_Here_We_Go_Again-8B-SLERP,results_2025-02-13T18-27-04.338360.json,24,54.60182474181831,15.506139274767522,22.8,86
DreadPoor_HOT_STINKING_GARBAGE,results_2025-02-13T18-27-04.338360.json,24,48.840008661614554,16.86130841987386,13.200000000000001,74.4
DreadPoor_Howdy-8B-LINEAR,results_2025-02-13T18-27-04.338360.json,24,53.83981582614437,15.594825613088803,21.6,84.8
DreadPoor_H_the_eighth-8B-LINEAR,results_2025-03-06T15-42-24.897731.json,24,53.83752114303683,15.431728186418622,20.4,86
DreadPoor_ichor-8B-Model_Stock,results_2025-03-03T05-09-40.415004.json,24,50.84222037759372,15.99061659679044,21.2,78.4
DreadPoor_ichor_1.1-8B-Model_Stock,results_2025-03-06T05-28-40.569766.json,24,52.8067770617839,15.33409760960369,22,82.39999999999999
DreadPoor_Incidental-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.52070612873018,15.856522800173906,23.200000000000003,83.6
DreadPoor_inexpertus-8B-Model_Stock,results_2025-03-07T04-36-48.980204.json,24,52.80190470468063,14.984154158540733,22.8,83.6
DreadPoor_inexpertus_1.1-8B-LINEAR,results_2025-03-07T19-46-05.126898.json,24,55.24638802167572,15.562934725854468,24.8,81.6
DreadPoor_inexpertus_1.2-8B-LINEAR,results_2025-03-08T03-04-56.665051.json,24,55.23440600721518,15.441119447839334,24.4,81.6
DreadPoor_Irina-8B-model_stock,results_2025-02-13T18-27-04.338360.json,24,52.366389560847644,15.961213848064256,18.8,81.2
DreadPoor_Kindling-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.92054832931256,15.284299301441886,22.400000000000002,85.2
DreadPoor_L3.1-BaeZel-8B-Della,results_2025-02-13T18-27-04.338360.json,24,54.4844954218552,15.75371585044367,21.6,86
DreadPoor_Laughing_Stock-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.49429262155001,15.03397965066473,24,84.8
DreadPoor_Lava_Lamp-8B-SLERP,results_2025-02-13T18-27-04.338360.json,24,53.67586873360171,15.518377142513392,21.6,84.8
DreadPoor_LemonP-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.39348074265457,15.999144090760819,24.4,85.6
DreadPoor_Lydia_of_Whiterun-8B-LINEAR,results_2025-02-26T06-05-04.586560.json,24,53.79527944750038,14.637244215668849,22.8,82.8
DreadPoor_Machroom-3B-model_stock,results_2024-07-25T13-13-48.957746.json,24,36.249021830176936,18.618033432202143,7.6,68.4
DreadPoor_Matryoshka-8B-LINEAR,results_2025-02-13T18-27-04.338360.json,24,54.44280006376178,15.366243780534885,21.6,86
DreadPoor_Mercury_In_Retrograde-8b-Model-Stock,results_2025-02-13T18-27-04.338360.json,24,53.90507664719518,15.909413366753407,22.400000000000002,84.39999999999999
DreadPoor_mergekit-nuslerp-nqzkedi,results_2025-02-13T18-27-04.338360.json,24,53.619183665462494,14.980215182079265,22.8,83.2
DreadPoor_Minthy-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.529513196410136,16.14569849237403,23.200000000000003,85.6
DreadPoor_Minthy_ALT-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.74800202589046,15.963439582327606,22.8,83.6
DreadPoor_Minthy_V2-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.910959288216674,16.00255258307869,22.8,84
DreadPoor_Minus_Penus-8B-Model_Stock,results_2025-03-07T16-10-05.679943.json,24,53.437815712009694,14.586920161866077,24.8,79.60000000000001
DreadPoor_Morphing-8B-Model_Stock,results_2025-01-14T22-41-03.161406.json,24,53.969421729540876,15.372755618336013,23.599999999999998,83.6
DreadPoor_Nother_One-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,52.045276004254816,16.26773612408547,18,81.2
DreadPoor_Not_Even_My_Final_Form-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.508497930074405,15.306661412545234,23.599999999999998,85.6
DreadPoor_Noxis-8B-LINEAR,results_2025-03-13T18-41-06.692706.json,24,54.20956502068554,14.329330023022342,26.400000000000002,81.6
DreadPoor_Nullsworn-12B-LINEAR,results_2025-03-10T22-33-42.048008.json,24,54.830450266776076,17.26243729991559,12.4,86.8
DreadPoor_Nwah-8B-Model_Stock,results_2025-02-27T09-24-09.065204.json,24,53.842690195419955,15.186805708904972,21.6,82.8
DreadPoor_Oh_Boy-8B-LINEAR,results_2025-02-13T18-27-04.338360.json,24,53.751144062925526,15.45870115521461,21.2,85.2
DreadPoor_ONeil-model_stock-8B,results_2025-02-13T18-27-04.338360.json,24,55.483379824007635,17.06592399831505,20,81.2
DreadPoor_OrangeJ-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.13478053905038,16.702836354777894,24,86
DreadPoor_Promissum_Mane-8B-LINEAR,results_2025-02-13T18-27-04.338360.json,24,54.576843981467384,15.309997180184931,22,83.6
DreadPoor_Promissum_Mane-8B-LINEAR-lorablated,results_2025-02-13T18-27-04.338360.json,24,54.35183631990302,15.017080156078126,22,83.6
DreadPoor_remember_to_breathe-8b-Model-Stock,results_2025-02-13T18-27-04.338360.json,24,54.116544355999224,15.668557472982995,23.200000000000003,82.39999999999999
DreadPoor_RPMash-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,51.69088291675549,16.99594096263998,20.8,80.4
DreadPoor_RPMash_V3-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,52.17453397523113,17.319331035264273,18.8,80.80000000000001
DreadPoor_Rusted_Gold-8B-LINEAR,results_2025-03-07T18-29-34.818596.json,24,53.86646439313688,14.40140903095077,27.200000000000003,80
DreadPoor_Rusted_Platinum-8B-LINEAR,results_2025-03-06T22-38-56.474512.json,24,54.27868416987738,15.254702576604828,24,82
DreadPoor_Rusted_Platinum-8B-Model_Stock,results_2025-03-06T20-43-28.942442.json,24,52.42840148078766,16.41736608154554,20.4,80
DreadPoor_Sellen-8B-model_stock,results_2025-02-13T18-27-04.338360.json,24,52.31680557624704,15.509221791906478,20.8,84.39999999999999
DreadPoor_Something-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.950293704731955,15.54157033652081,23.200000000000003,85.6
DreadPoor_Spring_Dusk-8B-SCE,results_2025-02-13T18-27-04.338360.json,24,56.35271357931003,16.423596495848937,20.4,81.2
DreadPoor_Summer_Dawn-8B-SCE,results_2025-02-13T18-27-04.338360.json,24,53.9111375413361,16.036770836584772,20.4,84.39999999999999
DreadPoor_Summer_Dusk-8B-TIES,results_2025-02-13T18-27-04.338360.json,24,53.59662578395569,14.900670744419488,23.599999999999998,83.2
DreadPoor_Summer_Rain-8B-SCE,results_2025-02-13T18-27-04.338360.json,24,58.459484179864155,17.101150171957478,20,80.4
DreadPoor_Summer_Rain-8B-TIES,results_2025-02-13T18-27-04.338360.json,24,58.459484179864155,17.101150171957478,20,80.4
DreadPoor_Sun-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,52.63511014407583,15.711791558340472,25.2,85.6
DreadPoor_Sweetened_Condensed_Milk-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.06287643522294,15.571867945709238,21.6,85.6
DreadPoor_test,results_2025-02-13T18-27-04.338360.json,24,53.71873804638202,16.19226634581167,27.200000000000003,79.60000000000001
DreadPoor_TEST02-Ignore,results_2025-02-13T18-27-04.338360.json,24,56.01644306147605,16.520995133301838,17.599999999999998,77.60000000000001
DreadPoor_TEST03-ignore,results_2025-02-13T18-27-04.338360.json,24,53.834141343721775,15.888831752280108,22,83.6
DreadPoor_TEST06-ignore,results_2025-02-13T18-27-04.338360.json,24,55.090608801484414,15.839184096297146,22.400000000000002,79.2
DreadPoor_TEST07-ignore,results_2025-02-13T18-27-04.338360.json,24,55.61275711510345,16.15771123378371,19.2,82.39999999999999
DreadPoor_TEST08-ignore,results_2025-02-13T18-27-04.338360.json,24,54.53519655444978,15.733118418141276,21.2,81.2
DreadPoor_tests_pending-do_not_use_yet,results_2025-02-13T18-27-04.338360.json,24,54.07897873885026,15.492993659173028,22.400000000000002,80.80000000000001
DreadPoor_test_ALT,results_2025-02-13T18-27-04.338360.json,24,53.704333153077364,16.372064378641856,28.4,85.2
DreadPoor_Trinas_Nectar-8B-model_stock,results_2025-02-13T18-27-04.338360.json,24,52.56123853406083,15.519267960168408,23.599999999999998,82.8
DreadPoor_UNTESTED-VENN_1.2-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.750272674869535,15.350675335940391,24,83.6
DreadPoor_VENN_1.2-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,54.58812486333331,15.432810805714299,26.8,83.6
DreadPoor_Wannabe-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.89637944785705,15.029425729711111,24,84
DreadPoor_What_A_Thrill-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.114490439437674,16.30534294962281,19.6,84.39999999999999
DreadPoor_Winter-8B-SCE,results_2025-02-13T18-27-04.338360.json,24,52.61733490323382,15.52557162176536,20.8,81.6
DreadPoor_Winter_Dawn-8B-TIES,results_2025-02-01T16-17-05.641334.json,24,53.09416142154737,16.210019978819425,23.200000000000003,84
DreadPoor_Winter_Dusk-8B-TIES,results_2025-02-13T18-27-04.338360.json,24,49.518821589671035,15.996372603607265,16.400000000000002,80
DreadPoor_Winter_Night-8B-Model_Stock,results_2025-02-18T19-05-03.458954.json,24,51.84968441488283,15.190619357394525,23.599999999999998,84.8
DreadPoor_WIP-Acacia-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,51.946655689435154,16.206784226873957,20.4,81.6
DreadPoor_WIP_Damascus-8B-TIES,results_2025-02-13T18-27-04.338360.json,24,54.10672913070808,15.307842105237237,22.8,84.8
DreadPoor_Yafune-8B-Model_Stock,results_2025-02-24T16-41-29.051993.json,24,54.667195129412534,15.121519232468803,22.400000000000002,83.6
DreadPoor_Yearn_V3-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.22019394938072,15.30283388664746,24.8,84.8
DreadPoor_Zelus-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.070113986518386,14.865246127952341,22.8,83.2
DreadPoor_Zelus_V2-8B-Model_Stock,results_2025-02-13T18-27-04.338360.json,24,53.44816839912676,14.942957890809357,24.8,83.2
DreadPoor_ZEUS-8B-V17-Abliterated_ALT,results_2025-02-13T18-27-04.338360.json,24,52.31075970343642,14.998966890268315,26,81.2
DRXD1000_Atlas-7B,results_2024-12-11T04-58-40.091093.json,24,33.02176697760134,16.54096517175945,8.4,72
DRXD1000_Phoenix-7B,results_2024-12-11T05-51-08.434177.json,24,39.315660347282176,17.66936174813176,8.4,79.2
DUAL-GPO_zephyr-7b-ipo-0k-15k-i1,results_2024-09-23T12-42-02.224196.json,24,44.72712447565954,17.261259275756217,10.8,83.6
duyhv1411_Llama-3.2-3B-en-vi,results_2025-03-06T15-14-49.975526.json,24,32.71639320986486,14.059508535751187,8,54.49438202247191
dwikitheduck_gemma-2-2b-id-inst,results_2024-11-25T00-09-52.794752.json,24,39.621721241423096,16.997178776703734,13.600000000000001,70.8
DZgas_GIGABATEMAN-7B,results_2024-09-18T07-24-33.032428.json,24,50.32184342862757,17.575331553754495,14.399999999999999,83.2
Edgerunners_meta-llama-3-8b-instruct-hf-ortho-baukit-34fail-3000total-bf16,results_2025-02-01T09-23-19.367481.json,24,49.79908369885234,14.972120876368171,17.599999999999998,80
ehristoforu_coolqwen-3b-it,results_2025-01-06T11-19-50.562735.json,24,48.50893439917561,17.084922078335698,10.4,82
ehristoforu_Gemma2-9B-it-psy10k-mental_health,results_2024-08-13T06-16-47.307542.json,24,55.39376944027642,15.523348430614751,22.400000000000002,81.2
ehristoforu_Gemma2-9b-it-train6,results_2024-08-13T06-07-44.550913.json,24,58.98092579133603,15.82683088365713,28.4,85.6
ehristoforu_qwen2.5-test-32b-it,results_2025-02-03T22-53-55.289898.json,24,70.80593294533033,18.366739891902334,27.200000000000003,96.39999999999999
ehristoforu_QwenQwen2.5-7B-IT,results_2025-02-01T10-51-49.455261.json,24,53.979627084158146,17.24424171126409,13.200000000000001,84.8
ehristoforu_rufalcon3-3b-it,results_2025-01-06T10-46-25.510674.json,24,41.55422254395763,17.439405257087778,8.799999999999999,88
ehristoforu_ruphi-4b,results_2025-01-06T10-48-51.382397.json,24,29.060336568338,16.398393667335938,2.8000000000000003,53.93258426966292
EleutherAI_gpt-j-6b,results_2025-02-13T18-27-04.338360.json,24,31.910444310372785,15.504202999807507,11.600000000000001,57.99999999999999
EleutherAI_gpt-neo-1.3B,results_2025-02-13T18-27-04.338360.json,24,30.39231586935641,14.33665985063826,5.2,54.800000000000004
EleutherAI_gpt-neo-125m,results_2025-02-13T18-27-04.338360.json,24,31.151568857915223,14.427202518089219,6.800000000000001,54
EleutherAI_gpt-neo-2.7B,results_2025-02-13T18-27-04.338360.json,24,31.39516033315253,15.232408776230619,10.4,54.800000000000004
EleutherAI_gpt-neox-20b,results_2025-02-13T18-27-04.338360.json,24,31.650380320877563,15.588095598372501,8,66.8
EleutherAI_pythia-1.4b,results_2025-02-13T18-27-04.338360.json,24,31.504264974071404,15.912922891764563,8.4,57.99999999999999
EleutherAI_pythia-12b,results_2025-02-13T18-27-04.338360.json,24,31.796539579353365,14.710612438495085,10.4,66.8
EleutherAI_pythia-160m,results_2025-02-13T18-27-04.338360.json,24,29.704374842413216,15.451684875643643,7.6,53.2
EleutherAI_pythia-1b,results_2025-01-27T10-10-36.877664.json,24,30.040930175643933,14.89839435011688,7.199999999999999,53.93258426966292
EleutherAI_pythia-2.8b,results_2025-02-13T18-27-04.338360.json,24,32.24085936276087,15.10984951797802,8.799999999999999,62.8
EleutherAI_pythia-410m,results_2025-02-13T18-27-04.338360.json,24,30.2813387064426,15.965334579594021,7.199999999999999,57.99999999999999
EleutherAI_pythia-6.9b,results_2024-06-16T22-34-46.256992.json,24,32.32287869322382,16.660759083386807,12.4,68
ell44ot_gemma-2b-def,results_2024-11-28T07-07-27.154882.json,24,31.58653209475264,14.08342171535948,11.200000000000001,53.6
Enno-Ai_EnnoAi-Pro-French-Llama-3-8B-v0.4,results_2024-07-22T09-45-37.259005.json,24,40.749548893675595,18.479481121689926,5.2,77.2
Enno-Ai_EnnoAi-Pro-Llama-3-8B,results_2025-02-13T18-27-04.338360.json,24,41.51575806137866,18.085587157319896,9.6,76.4
Enno-Ai_EnnoAi-Pro-Llama-3-8B-v0.3,results_2025-02-13T18-27-04.338360.json,24,41.005774610906386,17.175587801738743,10.4,75.6
Enno-Ai_EnnoAi-Pro-Llama-3.1-8B-v0.9,results_2025-02-13T18-27-04.338360.json,24,41.60272083619014,15.502041071728007,14.000000000000002,70.8
EnnoAi_EnnoAi-Pro-Llama-3.1-8B-v1.0,results_2024-09-10T15-36-07.744412.json,24,41.60272083619014,15.502041071728007,14.000000000000002,70.8
Epiculous_Azure_Dusk-v0.2,results_2025-02-13T18-27-04.338360.json,24,41.19721873553597,16.645208301621743,8.4,72.39999999999999
Epiculous_Crimson_Dawn-v0.2,results_2025-02-13T18-27-04.338360.json,24,44.82379648964544,16.12473479601123,14.799999999999999,76.4
Epiculous_NovaSpark,results_2025-02-13T18-27-04.338360.json,24,50.639586637683045,16.8507067673369,16.8,82.39999999999999
Epiculous_Violet_Twilight-v0.2,results_2024-10-24T00-00-00.000000.json,24,46.14552476845888,17.19589163885486,16.8,82.8
EpistemeAI2_Athene-codegemma-2-7b-it-alpaca-v1.2,results_2024-09-02T14-11-04.110306.json,24,41.75415446097842,17.060342073663143,10.4,80.80000000000001
EpistemeAI2_Fireball-12B-v1.2,results_2025-02-13T18-27-04.338360.json,24,50.18583230653281,18.963172391363678,10,86.4
EpistemeAI2_Fireball-Alpaca-Llama3.1-8B-Philos,results_2025-02-13T18-27-04.338360.json,24,49.77581192690882,17.586242546284364,12.8,83.2
EpistemeAI2_Fireball-Alpaca-Llama3.1.01-8B-Philos,results_2025-02-13T18-27-04.338360.json,24,49.5610923127279,16.99596484950897,11.600000000000001,82.8
EpistemeAI2_Fireball-Alpaca-Llama3.1.03-8B-Philos,results_2025-02-13T18-27-04.338360.json,24,49.50869933936326,16.695257172008397,14.799999999999999,80.80000000000001
EpistemeAI2_Fireball-Alpaca-Llama3.1.04-8B-Philos,results_2024-09-14T01-13-51.381155.json,24,49.30009712421775,17.097871382041397,13.600000000000001,82.8
EpistemeAI2_Fireball-Alpaca-Llama3.1.06-8B-Philos-dpo,results_2024-09-14T01-20-38.820444.json,24,48.807730539009235,16.4881039942252,14.799999999999999,81.6
EpistemeAI2_Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,results_2025-02-13T18-27-04.338360.json,24,48.47020640542447,16.81465837695469,14.799999999999999,83.6
EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-C-R1-KTO-Reflection,results_2025-02-13T18-27-04.338360.json,24,49.553052334314735,15.734947858836254,16.400000000000002,82.8
EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R1,results_2024-09-14T02-25-21.957551.json,24,48.27931104634334,16.866905109602847,15.2,83.6
EpistemeAI2_Fireball-Llama-3.1-8B-Philos-Reflection,results_2025-02-13T18-27-04.338360.json,24,48.976935522414436,17.009376580684926,14.399999999999999,84
EpistemeAI2_Fireball-MathMistral-Nemo-Base-2407-v2dpo,results_2024-09-02T16-12-06.252706.json,24,43.276373285682105,18.640014259451267,8.4,81.2
EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-math,results_2024-10-15T15-17-27.675353.json,24,48.07558031034205,17.322358729765497,13.600000000000001,81.2
EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.005-128K-code-COT,results_2025-02-13T18-27-04.338360.json,24,47.9083428331244,16.996892193440594,13.600000000000001,81.6
EpistemeAI2_Fireball-Phi-3-medium-4k-inst-Philos,results_2024-09-21T11-05-45.666210.json,24,61.778426392875154,19.307794516447583,21.2,94
EpistemeAI_Alpaca-Llama3.1-8B,results_2024-09-13T23-51-55.057359.json,24,47.55260853974287,18.26083436519747,5.2,85.2
EpistemeAI_Athena-gemma-2-2b-it,results_2025-02-13T18-27-04.338360.json,24,42.64229359114601,16.800630076217992,15.2,74.4
EpistemeAI_Athena-gemma-2-2b-it-Philos,results_2025-02-13T18-27-04.338360.json,24,37.947768790586736,15.697703527290376,13.600000000000001,71.2
EpistemeAI_Athene-codegemma-2-7b-it-alpaca-v1.3,results_2024-09-12T00-22-14.676123.json,24,43.31916189482215,17.89733023204904,7.199999999999999,80.4
EpistemeAI_DeepPhi-3.5-mini-instruct,results_2025-02-28T03-49-49.665483.json,24,28.82286066762748,15.681201159628934,6.4,54.54545454545454
EpistemeAI_DeepThinkers-Phi4,results_2025-03-01T23-25-47.678589.json,24,67.90415739665394,19.033036875345093,27.200000000000003,100
EpistemeAI_FineLlama3.1-8B-Instruct,results_2024-09-06T12-17-19.771656.json,24,45.57363538416332,18.122968848675846,5.6000000000000005,86.8
EpistemeAI_Fireball-12B,results_2025-02-13T18-27-04.338360.json,24,51.10893652548262,17.928679695695028,13.600000000000001,84.8
EpistemeAI_Fireball-12B-v1.13a-philosophers,results_2024-09-10T07-39-57.330192.json,24,51.02697700597863,18.75107322311513,13.600000000000001,86.4
EpistemeAI_Fireball-Alpaca-Llama-3.1-8B-Philos-DPO-200,results_2024-09-16T11-50-18.226636.json,24,48.38398624677179,16.110970708716316,14.399999999999999,80.80000000000001
EpistemeAI_Fireball-Alpaca-Llama3.1.07-8B-Philos-Math-KTO-beta,results_2025-02-13T18-27-04.338360.json,24,48.64890213966847,16.3047176975088,17.2,80.4
EpistemeAI_Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R2,results_2025-02-13T18-27-04.338360.json,24,49.320274790202085,17.709721045515092,13.200000000000001,83.2
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-0.001-128K-auto,results_2025-02-13T18-27-04.338360.json,24,48.236447604914055,16.848844930889356,14.000000000000002,81.6
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K,results_2025-02-13T18-27-04.338360.json,24,48.97319921686054,17.055265002423585,15.2,81.2
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code,results_2024-10-07T10-02-11.286074.json,24,49.04191122627007,17.275582582338142,14.399999999999999,82
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds,results_2025-02-13T18-27-04.338360.json,24,46.68070143164939,17.180608610395595,14.399999999999999,82.39999999999999
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto,results_2024-10-29T22-09-32.822876.json,24,46.344345381400494,17.06863048049676,17.2,80.4
EpistemeAI_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.004-128K-code-COT,results_2024-10-11T07-28-43.923029.json,24,47.60520079608935,16.691685927468694,13.200000000000001,83.2
